Date,Depth,Set Number
03-05-2025-16-40,6,1


Timestamp,Soil Moisture Value,Soil Moisture (%),Soil Temperature (°C)
03-05-2025-17-05,320,90,13.19
03-05-2025-17-05,320,90,13.19
03-05-2025-17-05,320,90,13.13
03-05-2025-17-05,320,90,13.13
03-05-2025-17-05,320,90,13.13
03-05-2025-17-05,320,90,13.13
03-05-2025-17-05,320,90,13.13
03-05-2025-17-05,320,90,13.13
03-05-2025-17-05,319,90,13.13
03-05-2025-17-05,319,90,13.13
03-05-2025-17-05,320,90,13.19
03-05-2025-17-05,320,90,13.19
03-05-2025-17-05,318,90,13.13
03-05-2025-17-05,318,90,13.13
03-05-2025-17-05,320,90,13.13
03-05-2025-17-05,320,90,13.13
03-05-2025-17-05,319,90,13.13
03-05-2025-17-05,319,90,13.13
03-05-2025-17-05,320,90,13.19
03-05-2025-17-05,320,90,13.19
03-05-2025-17-05,320,90,13.13
03-05-2025-17-05,320,90,13.13
03-05-2025-17-05,319,90,13.19
03-05-2025-17-05,319,90,13.19
03-05-2025-17-05,322,89,13.13
03-05-2025-17-05,322,89,13.13
03-05-2025-17-05,314,90,13.13
03-05-2025-17-05,314,90,13.13
03-05-2025-17-05,323,89,13.13
03-05-2025-17-05,323,89,13.13
03-05-2025-17-05,314,90,13.19
03-05-2025-17-05,314,90,13.19
03-05-2025-17-05,314,90,13.19
03-05-2025-17-05,314,90,13.19
03-05-2025-17-05,314,90,13.19
03-05-2025-17-06,314,90,13.19
03-05-2025-17-06,314,90,13.19
03-05-2025-17-06,314,90,13.19
03-05-2025-17-06,314,90,13.19
03-05-2025-17-06,314,90,13.19
03-05-2025-17-06,314,90,13.19
03-05-2025-17-06,314,90,13.19
03-05-2025-17-06,314,90,13.19
03-05-2025-17-06,314,90,13.19
03-05-2025-17-06,314,90,13.19
03-05-2025-17-06,314,90,13.19
03-05-2025-17-06,314,90,13.19
03-05-2025-17-06,314,90,13.19
03-05-2025-17-06,314,90,13.19
03-05-2025-17-06,314,90,13.19
03-05-2025-17-06,314,90,13.19
03-05-2025-17-06,314,90,13.19
03-05-2025-17-06,314,90,13.19
03-05-2025-17-06,314,90,13.19
